log_M, ah, gh, qtil, b,  N,f
-2.33549, 9.88261, 0.159063, 0.00351016 ,0.606838, 119.36 ,-700.673
-2.105, 9.99365, 0.131954, 0.00361923 ,0.451292, 268.331 ,-700.073
-2.23181, 9.876, 0.18231, 0.0034475 ,0.525784, 172.411 ,-701.907
-2.22099, 9.9799, 0.195007, 0.00342267 ,0.234988, 201.814 ,-701.828
-2.09156, 9.89375, 0.201002, 0.00320046 ,0.141486, 174.305 ,-701.308
-2.14486, 10.1926, 0.200118, 0.0033029 ,0.272899, 160.92 ,-699.115
-2.18286, 9.9761, 0.234264, 0.00344132 ,0.0298578, 166.762 ,-702.049
-2.33072, 9.71693, 0.177626, 0.00346719 ,0.0887424, 137.929 ,-700.605
-2.2489, 9.90562, 0.177567, 0.0032487 ,0.361882, 146.156 ,-702.236
-2.23258, 10.0157, 0.246485, 0.00340297 ,0.221659, 180.246 ,-701.115
-2.31739, 9.93136, 0.156053, 0.00353598 ,0.355644, 119.965 ,-701.042
-2.18868, 9.99802, 0.239752, 0.00367145 ,0.060564, 205.778 ,-701.201
-2.25285, 10.1366, 0.375385, 0.00360722 ,0.468317, 125.106 ,-696.825
-2.59129, 9.99017, 0.172714, 0.00375052 ,0.0974405, 91.1379 ,-696.976
-2.10603, 9.91127, 0.135786, 0.00371608 ,0.161672, 212.569 ,-701.508
-2.32424, 9.9586, 0.173481, 0.00353734 ,0.0367917, 148.056 ,-701.483
-2.20519, 9.93949, 0.124847, 0.00330691 ,0.937867, 216.012 ,-696.707
-2.18451, 9.92317, 0.199054, 0.00321111 ,0.307335, 240.371 ,-701.006
-2.24732, 9.88258, 0.191347, 0.00338379 ,0.158722, 118.257 ,-701.326
-2.18178, 9.91233, 0.196797, 0.00347837 ,0.296033, 171.002 ,-702.466
-2.25574, 10.0473, 0.275625, 0.00338256 ,0.351202, 104.79 ,-699.628
-2.05773, 9.92545, 0.129647, 0.00318867 ,0.0742651, 288.646 ,-700.231
-2.50496, 9.91756, 0.276214, 0.00310652 ,0.299512, 89.647 ,-698.488
-1.96549, 10.0457, 0.230567, 0.00291985 ,0.705875, 213.3 ,-697.212
-2.36373, 9.89942, 0.201475, 0.00278553 ,0.428916, 111.419 ,-701.14
-2.30865, 10.0334, 0.155152, 0.00281682 ,0.306486, 152.446 ,-700.08
-2.19965, 10.0374, 0.138466, 0.00305524 ,0.038484, 199.853 ,-700.213
-2.20368, 9.95388, 0.197282, 0.00311965 ,0.0294998, 227.327 ,-701.407
-2.24953, 9.89843, 0.211888, 0.00346516 ,0.333272, 184.483 ,-701.405
-2.46505, 10.0999, 0.191858, 0.00354338 ,0.144969, 66.2383 ,-696.55
-2.19322, 9.9083, 0.177219, 0.00329517 ,0.181853, 179.521 ,-702.68
-2.14267, 10.0841, 0.202075, 0.00344245 ,0.198582, 204.185 ,-701.564
-2.11286, 10.0696, 0.255855, 0.00330958 ,0.00636049, 192.028 ,-701.176
-2.11261, 10.0221, 0.179717, 0.00334834 ,0.143227, 232.328 ,-702.16
-2.15167, 9.9915, 0.190644, 0.00303384 ,0.0420781, 198.081 ,-702.761
-2.15706, 10.033, 0.159494, 0.00318557 ,0.0335435, 235.5 ,-700.972
-2.12107, 9.8892, 0.160487, 0.00328226 ,0.22853, 238.465 ,-701.863
-2.25597, 9.85269, 0.150704, 0.0032647 ,0.509507, 146.221 ,-701.378
-2.08095, 10.0343, 0.196918, 0.00374567 ,0.164805, 204.984 ,-702.166
-2.08675, 9.87296, 0.198312, 0.00350396 ,0.0403817, 161.661 ,-700.558
-2.35328, 9.8549, 0.178442, 0.00360425 ,0.501769, 134.02 ,-701.11
-2.29561, 9.50642, 0.125371, 0.00347164 ,0.450373, 143.94 ,-698.806
-2.12736, 9.94743, 0.187225, 0.00373696 ,0.238687, 201.507 ,-702.663
-2.3275, 9.61327, 0.124988, 0.00384934 ,0.358206, 117.26 ,-699.47
-2.50097, 9.98327, 0.294035, 0.00403816 ,0.759172, 71.3912 ,-696.869
-2.26784, 9.88525, 0.191321, 0.00390235 ,0.521271, 151.847 ,-701.754
-2.28708, 10.0792, 0.231798, 0.00394137 ,0.643777, 198.029 ,-697.815
-2.04902, 9.92231, 0.139631, 0.00349741 ,0.204624, 220.16 ,-701
-2.14503, 9.90218, 0.199485, 0.0038097 ,0.313604, 213.017 ,-701.988
-2.0641, 10.0008, 0.149801, 0.00408268 ,0.528016, 277.325 ,-700.391
-2.32601, 10.292, 0.413425, 0.00444813 ,0.331551, 70.7751 ,-694.788
-2.0939, 10.0082, 0.176398, 0.004392 ,0.0704649, 226.635 ,-702.381
-2.22722, 9.8624, 0.169854, 0.00450199 ,0.0757144, 181.231 ,-702.195
